cluster_id,primary_entity,transaction_count,total_amount,date_range,transaction_ids,avg_risk_score,pattern_analysis
CLUSTER_011,21.808.866.2-399.954,107,155597837680,"{'start': '2023-03-02 11:26:00', 'end': '2025-05-19 01:54:41'}","['TXN_000006', 'TXN_000040', 'TXN_000059', 'TXN_000252', 'TXN_000304', 'TXN_000335', 'TXN_000526', 'TXN_000634', 'TXN_000866', 'TXN_000880', 'TXN_000916', 'TXN_001133', 'TXN_001143', 'TXN_001313', 'TXN_001316', 'TXN_001524', 'TXN_001693', 'TXN_001708', 'TXN_001749', 'TXN_001890', 'TXN_001894', 'TXN_002076', 'TXN_002117', 'TXN_002288', 'TXN_002290', 'TXN_002300', 'TXN_002303', 'TXN_002353', 'TXN_002411', 'TXN_002526', 'TXN_002758', 'TXN_002828', 'TXN_002920', 'TXN_002959', 'TXN_003088', 'TXN_003148', 'TXN_003349', 'TXN_003370', 'TXN_003474', 'TXN_003490', 'TXN_003541', 'TXN_003551', 'TXN_003565', 'TXN_003611', 'TXN_003681', 'TXN_003766', 'TXN_003799', 'TXN_003873', 'TXN_003997', 'TXN_004071', 'TXN_004154', 'TXN_004169', 'TXN_004232', 'TXN_004255', 'TXN_004314', 'TXN_004398', 'TXN_004423', 'TXN_004521', 'TXN_004825', 'TXN_004833', 'TXN_004875', 'TXN_005008', 'TXN_005127', 'TXN_005149', 'TXN_005151', 'TXN_005227', 'TXN_005272', 'TXN_005280', 'TXN_005468', 'TXN_005494', 'TXN_005496', 'TXN_005531', 'TXN_005542', 'TXN_005543', 'TXN_005878', 'TXN_005987', 'TXN_006088', 'TXN_006118', 'TXN_006179', 'TXN_006180', 'TXN_006241', 'TXN_006393', 'TXN_006426', 'TXN_006428', 'TXN_006450', 'TXN_006522', 'TXN_006528', 'TXN_006651', 'TXN_006738', 'TXN_006875', 'TXN_006878', 'TXN_006881', 'TXN_006885', 'TXN_006998', 'TXN_007175', 'TXN_007235', 'TXN_007337', 'TXN_007492', 'TXN_007624', 'TXN_007662', 'TXN_007777', 'TXN_007868', 'TXN_007900', 'TXN_007916', 'TXN_007954', 'TXN_007962', 'TXN_007973']",98.85981308411215,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_012,27.284.150.7-658.537,110,168335650635,"{'start': '2023-03-04 15:15:00', 'end': '2025-05-18 21:13:20'}","['TXN_000007', 'TXN_000128', 'TXN_000235', 'TXN_000434', 'TXN_000580', 'TXN_000624', 'TXN_000654', 'TXN_000659', 'TXN_000799', 'TXN_000811', 'TXN_000965', 'TXN_000981', 'TXN_001104', 'TXN_001154', 'TXN_001178', 'TXN_001303', 'TXN_001326', 'TXN_001337', 'TXN_001384', 'TXN_001415', 'TXN_001475', 'TXN_001590', 'TXN_001639', 'TXN_001687', 'TXN_001691', 'TXN_001760', 'TXN_001789', 'TXN_001809', 'TXN_002075', 'TXN_002090', 'TXN_002165', 'TXN_002309', 'TXN_002329', 'TXN_002354', 'TXN_002398', 'TXN_002433', 'TXN_002496', 'TXN_002559', 'TXN_002600', 'TXN_002682', 'TXN_002868', 'TXN_002901', 'TXN_002921', 'TXN_002938', 'TXN_002971', 'TXN_003088', 'TXN_003105', 'TXN_003302', 'TXN_003392', 'TXN_003463', 'TXN_003476', 'TXN_003489', 'TXN_003630', 'TXN_003736', 'TXN_004010', 'TXN_004136', 'TXN_004136', 'TXN_004146', 'TXN_004233', 'TXN_004245', 'TXN_004375', 'TXN_004378', 'TXN_004380', 'TXN_004458', 'TXN_004539', 'TXN_004633', 'TXN_004666', 'TXN_004735', 'TXN_004883', 'TXN_004921', 'TXN_004940', 'TXN_005068', 'TXN_005181', 'TXN_005210', 'TXN_005252', 'TXN_005320', 'TXN_005395', 'TXN_005472', 'TXN_005590', 'TXN_005786', 'TXN_005952', 'TXN_006075', 'TXN_006090', 'TXN_006274', 'TXN_006333', 'TXN_006703', 'TXN_006739', 'TXN_006819', 'TXN_006848', 'TXN_006890', 'TXN_006903', 'TXN_006923', 'TXN_006954', 'TXN_006971', 'TXN_007159', 'TXN_007184', 'TXN_007260', 'TXN_007400', 'TXN_007517', 'TXN_007518', 'TXN_007527', 'TXN_007560', 'TXN_007668', 'TXN_007677', 'TXN_007806', 'TXN_007827', 'TXN_007869', 'TXN_007940', 'TXN_007950', 'TXN_007978']",99.46363636363637,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_013,69.926.297.2-285.928,62,64971338042,"{'start': '2023-03-19 10:59:00', 'end': '2025-05-22 05:31:59'}","['TXN_000008', 'TXN_000052', 'TXN_000118', 'TXN_000170', 'TXN_000398', 'TXN_000651', 'TXN_000673', 'TXN_001111', 'TXN_001121', 'TXN_001207', 'TXN_001517', 'TXN_001700', 'TXN_001994', 'TXN_002294', 'TXN_002601', 'TXN_002778', 'TXN_003116', 'TXN_003285', 'TXN_003395', 'TXN_003432', 'TXN_003670', 'TXN_003689', 'TXN_003864', 'TXN_003866', 'TXN_003930', 'TXN_004122', 'TXN_004148', 'TXN_004208', 'TXN_004269', 'TXN_004296', 'TXN_004307', 'TXN_004336', 'TXN_004594', 'TXN_004750', 'TXN_004767', 'TXN_004881', 'TXN_004967', 'TXN_005103', 'TXN_005298', 'TXN_005342', 'TXN_005502', 'TXN_005511', 'TXN_005607', 'TXN_005859', 'TXN_005894', 'TXN_005921', 'TXN_006008', 'TXN_006347', 'TXN_006385', 'TXN_006408', 'TXN_006426', 'TXN_006866', 'TXN_007022', 'TXN_007088', 'TXN_007231', 'TXN_007370', 'TXN_007506', 'TXN_007607', 'TXN_007796', 'TXN_007797', 'TXN_007872', 'TXN_007918']",95.66129032258064,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_014,88.859.135.2-809.987,113,169456120302,"{'start': '2023-03-02 08:18:00', 'end': '2025-05-21 21:42:37'}","['TXN_000008', 'TXN_000160', 'TXN_000168', 'TXN_000203', 'TXN_000277', 'TXN_000298', 'TXN_000348', 'TXN_000402', 'TXN_000438', 'TXN_000466', 'TXN_000562', 'TXN_000701', 'TXN_000755', 'TXN_000841', 'TXN_000881', 'TXN_000902', 'TXN_000983', 'TXN_001033', 'TXN_001049', 'TXN_001130', 'TXN_001131', 'TXN_001212', 'TXN_001241', 'TXN_001342', 'TXN_001357', 'TXN_001380', 'TXN_001388', 'TXN_001603', 'TXN_001627', 'TXN_001669', 'TXN_001772', 'TXN_001825', 'TXN_001832', 'TXN_001973', 'TXN_002039', 'TXN_002045', 'TXN_002257', 'TXN_002295', 'TXN_002450', 'TXN_002539', 'TXN_002590', 'TXN_002655', 'TXN_002748', 'TXN_002770', 'TXN_002831', 'TXN_002919', 'TXN_002993', 'TXN_003027', 'TXN_003108', 'TXN_003115', 'TXN_003180', 'TXN_003263', 'TXN_003271', 'TXN_003276', 'TXN_003332', 'TXN_003339', 'TXN_003344', 'TXN_003351', 'TXN_003389', 'TXN_003517', 'TXN_003598', 'TXN_003762', 'TXN_003889', 'TXN_003894', 'TXN_003912', 'TXN_004035', 'TXN_004135', 'TXN_004292', 'TXN_004373', 'TXN_004459', 'TXN_004632', 'TXN_004776', 'TXN_004804', 'TXN_004908', 'TXN_005051', 'TXN_005263', 'TXN_005384', 'TXN_005424', 'TXN_005462', 'TXN_005483', 'TXN_005606', 'TXN_005648', 'TXN_005683', 'TXN_005803', 'TXN_005849', 'TXN_005858', 'TXN_005956', 'TXN_005966', 'TXN_005988', 'TXN_006134', 'TXN_006254', 'TXN_006307', 'TXN_006343', 'TXN_006488', 'TXN_006605', 'TXN_006653', 'TXN_006655', 'TXN_006700', 'TXN_006769', 'TXN_006791', 'TXN_006864', 'TXN_006866', 'TXN_006882', 'TXN_006933', 'TXN_007012', 'TXN_007298', 'TXN_007334', 'TXN_007486', 'TXN_007594', 'TXN_007715', 'TXN_007739', 'TXN_007765', 'TXN_007967']",98.97345132743362,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_015,38.517.787.2-494.848,128,203165633755,"{'start': '2023-03-10 09:27:00', 'end': '2025-05-26 05:03:09'}","['TXN_000010', 'TXN_000048', 'TXN_000145', 'TXN_000160', 'TXN_000223', 'TXN_000326', 'TXN_000384', 'TXN_000512', 'TXN_000516', 'TXN_000644', 'TXN_000695', 'TXN_000727', 'TXN_000767', 'TXN_000800', 'TXN_000806', 'TXN_000899', 'TXN_000968', 'TXN_001057', 'TXN_001073', 'TXN_001127', 'TXN_001133', 'TXN_001153', 'TXN_001231', 'TXN_001232', 'TXN_001269', 'TXN_001354', 'TXN_001378', 'TXN_001394', 'TXN_001493', 'TXN_001569', 'TXN_001589', 'TXN_001592', 'TXN_001632', 'TXN_001667', 'TXN_001833', 'TXN_001981', 'TXN_002049', 'TXN_002054', 'TXN_002205', 'TXN_002518', 'TXN_002631', 'TXN_002636', 'TXN_002645', 'TXN_002759', 'TXN_002888', 'TXN_002961', 'TXN_003033', 'TXN_003086', 'TXN_003087', 'TXN_003091', 'TXN_003114', 'TXN_003122', 'TXN_003160', 'TXN_003210', 'TXN_003216', 'TXN_003248', 'TXN_003252', 'TXN_003569', 'TXN_003594', 'TXN_003670', 'TXN_003896', 'TXN_003919', 'TXN_003933', 'TXN_004072', 'TXN_004304', 'TXN_004308', 'TXN_004443', 'TXN_004467', 'TXN_004499', 'TXN_004509', 'TXN_004599', 'TXN_004700', 'TXN_004756', 'TXN_004802', 'TXN_004810', 'TXN_004967', 'TXN_004974', 'TXN_005041', 'TXN_005106', 'TXN_005124', 'TXN_005196', 'TXN_005197', 'TXN_005307', 'TXN_005352', 'TXN_005364', 'TXN_005418', 'TXN_005482', 'TXN_005555', 'TXN_005573', 'TXN_005653', 'TXN_005661', 'TXN_005759', 'TXN_005768', 'TXN_005845', 'TXN_005892', 'TXN_005919', 'TXN_005983', 'TXN_006064', 'TXN_006083', 'TXN_006140', 'TXN_006245', 'TXN_006321', 'TXN_006394', 'TXN_006482', 'TXN_006489', 'TXN_006541', 'TXN_006592', 'TXN_006619', 'TXN_006688', 'TXN_006742', 'TXN_006747', 'TXN_006880', 'TXN_006891', 'TXN_007088', 'TXN_007154', 'TXN_007244', 'TXN_007259', 'TXN_007270', 'TXN_007323', 'TXN_007349', 'TXN_007359', 'TXN_007360', 'TXN_007370', 'TXN_007480', 'TXN_007683', 'TXN_007779', 'TXN_007881', 'TXN_007901']",99.609375,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_016,19.688.796.9-434.461,65,84068989117,"{'start': '2023-03-02 11:26:00', 'end': '2025-05-06 20:59:43'}","['TXN_000012', 'TXN_000483', 'TXN_000559', 'TXN_000582', 'TXN_000615', 'TXN_000784', 'TXN_001220', 'TXN_001328', 'TXN_001496', 'TXN_001833', 'TXN_001919', 'TXN_001986', 'TXN_002097', 'TXN_002117', 'TXN_002203', 'TXN_002544', 'TXN_002671', 'TXN_002705', 'TXN_002746', 'TXN_002868', 'TXN_002946', 'TXN_003039', 'TXN_003084', 'TXN_003188', 'TXN_003246', 'TXN_003290', 'TXN_003389', 'TXN_003467', 'TXN_003468', 'TXN_003979', 'TXN_004210', 'TXN_004371', 'TXN_004406', 'TXN_004537', 'TXN_004584', 'TXN_004632', 'TXN_004691', 'TXN_005120', 'TXN_005149', 'TXN_005253', 'TXN_005542', 'TXN_005638', 'TXN_005748', 'TXN_005783', 'TXN_005799', 'TXN_005814', 'TXN_005906', 'TXN_005929', 'TXN_006291', 'TXN_006327', 'TXN_006356', 'TXN_006430', 'TXN_006543', 'TXN_006876', 'TXN_006912', 'TXN_007453', 'TXN_007500', 'TXN_007505', 'TXN_007593', 'TXN_007629', 'TXN_007732', 'TXN_007762', 'TXN_007784', 'TXN_007874', 'TXN_007971']",97.18461538461538,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_017,95.209.449.3-144.698,117,163731105856,"{'start': '2023-03-08 12:17:00', 'end': '2025-05-21 06:28:51'}","['TXN_000012', 'TXN_000232', 'TXN_000352', 'TXN_000360', 'TXN_000412', 'TXN_000445', 'TXN_000519', 'TXN_000605', 'TXN_000863', 'TXN_000866', 'TXN_001446', 'TXN_001562', 'TXN_001652', 'TXN_001768', 'TXN_001939', 'TXN_002001', 'TXN_002142', 'TXN_002144', 'TXN_002268', 'TXN_002298', 'TXN_002345', 'TXN_002351', 'TXN_002409', 'TXN_002459', 'TXN_002551', 'TXN_002857', 'TXN_002890', 'TXN_002962', 'TXN_003171', 'TXN_003176', 'TXN_003296', 'TXN_003309', 'TXN_003345', 'TXN_003345', 'TXN_003440', 'TXN_003464', 'TXN_003582', 'TXN_003586', 'TXN_003660', 'TXN_003698', 'TXN_003760', 'TXN_003922', 'TXN_004006', 'TXN_004047', 'TXN_004100', 'TXN_004103', 'TXN_004126', 'TXN_004126', 'TXN_004128', 'TXN_004163', 'TXN_004243', 'TXN_004335', 'TXN_004337', 'TXN_004364', 'TXN_004389', 'TXN_004484', 'TXN_004592', 'TXN_004733', 'TXN_004743', 'TXN_004818', 'TXN_005048', 'TXN_005085', 'TXN_005174', 'TXN_005176', 'TXN_005233', 'TXN_005293', 'TXN_005326', 'TXN_005404', 'TXN_005422', 'TXN_005487', 'TXN_005516', 'TXN_005562', 'TXN_005585', 'TXN_005586', 'TXN_005673', 'TXN_005793', 'TXN_005826', 'TXN_005900', 'TXN_005901', 'TXN_005914', 'TXN_005989', 'TXN_006053', 'TXN_006065', 'TXN_006093', 'TXN_006097', 'TXN_006193', 'TXN_006249', 'TXN_006284', 'TXN_006405', 'TXN_006442', 'TXN_006476', 'TXN_006547', 'TXN_006625', 'TXN_006683', 'TXN_006729', 'TXN_006766', 'TXN_006892', 'TXN_006906', 'TXN_006929', 'TXN_006966', 'TXN_007040', 'TXN_007046', 'TXN_007081', 'TXN_007122', 'TXN_007180', 'TXN_007259', 'TXN_007293', 'TXN_007313', 'TXN_007456', 'TXN_007510', 'TXN_007559', 'TXN_007613', 'TXN_007629', 'TXN_007644', 'TXN_007700', 'TXN_007845', 'TXN_007950']",99.3076923076923,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_018,29.457.164.5-993.607,59,67247460058,"{'start': '2023-03-14 10:09:00', 'end': '2025-05-21 06:28:51'}","['TXN_000013', 'TXN_000059', 'TXN_000084', 'TXN_000296', 'TXN_000368', 'TXN_000418', 'TXN_000575', 'TXN_000595', 'TXN_000905', 'TXN_001167', 'TXN_001287', 'TXN_001369', 'TXN_001475', 'TXN_001793', 'TXN_001909', 'TXN_002015', 'TXN_002056', 'TXN_002244', 'TXN_002296', 'TXN_002342', 'TXN_002506', 'TXN_002605', 'TXN_002645', 'TXN_003092', 'TXN_003100', 'TXN_003264', 'TXN_003309', 'TXN_003356', 'TXN_003383', 'TXN_003448', 'TXN_003596', 'TXN_003644', 'TXN_003929', 'TXN_004063', 'TXN_004085', 'TXN_004209', 'TXN_004486', 'TXN_004528', 'TXN_004550', 'TXN_004974', 'TXN_005019', 'TXN_005059', 'TXN_005076', 'TXN_005077', 'TXN_005496', 'TXN_005579', 'TXN_005904', 'TXN_005914', 'TXN_005917', 'TXN_006034', 'TXN_006049', 'TXN_006407', 'TXN_006437', 'TXN_006653', 'TXN_007205', 'TXN_007341', 'TXN_007521', 'TXN_007650', 'TXN_007882']",96.96610169491525,['STRUCTURING_DETECTED']
CLUSTER_019,30.130.601.3-205.699,127,179884760435,"{'start': '2023-03-04 11:54:00', 'end': '2025-05-21 14:57:55'}","['TXN_000013', 'TXN_000037', 'TXN_000039', 'TXN_000053', 'TXN_000070', 'TXN_000307', 'TXN_000424', 'TXN_000450', 'TXN_000489', 'TXN_000551', 'TXN_000552', 'TXN_000552', 'TXN_000628', 'TXN_000658', 'TXN_000708', 'TXN_000765', 'TXN_000819', 'TXN_000837', 'TXN_000859', 'TXN_001032', 'TXN_001101', 'TXN_001103', 'TXN_001152', 'TXN_001155', 'TXN_001221', 'TXN_001259', 'TXN_001305', 'TXN_001313', 'TXN_001322', 'TXN_001369', 'TXN_001376', 'TXN_001404', 'TXN_001533', 'TXN_001645', 'TXN_001701', 'TXN_001734', 'TXN_001772', 'TXN_001840', 'TXN_001991', 'TXN_001995', 'TXN_002038', 'TXN_002123', 'TXN_002160', 'TXN_002195', 'TXN_002217', 'TXN_002242', 'TXN_002380', 'TXN_002413', 'TXN_002520', 'TXN_002553', 'TXN_002733', 'TXN_002745', 'TXN_002895', 'TXN_002944', 'TXN_003170', 'TXN_003180', 'TXN_003383', 'TXN_003422', 'TXN_003440', 'TXN_003497', 'TXN_003592', 'TXN_003608', 'TXN_003623', 'TXN_003725', 'TXN_003771', 'TXN_003829', 'TXN_003952', 'TXN_003962', 'TXN_004174', 'TXN_004184', 'TXN_004279', 'TXN_004464', 'TXN_004473', 'TXN_004499', 'TXN_004505', 'TXN_004573', 'TXN_004674', 'TXN_004676', 'TXN_004734', 'TXN_004775', 'TXN_004838', 'TXN_004937', 'TXN_005004', 'TXN_005098', 'TXN_005412', 'TXN_005588', 'TXN_005603', 'TXN_005671', 'TXN_005703', 'TXN_005712', 'TXN_005722', 'TXN_005823', 'TXN_005837', 'TXN_005860', 'TXN_005884', 'TXN_005932', 'TXN_005991', 'TXN_006068', 'TXN_006168', 'TXN_006283', 'TXN_006527', 'TXN_006658', 'TXN_006844', 'TXN_006868', 'TXN_006895', 'TXN_006916', 'TXN_007048', 'TXN_007092', 'TXN_007128', 'TXN_007208', 'TXN_007231', 'TXN_007284', 'TXN_007363', 'TXN_007409', 'TXN_007462', 'TXN_007515', 'TXN_007593', 'TXN_007626', 'TXN_007639', 'TXN_007649', 'TXN_007762', 'TXN_007785', 'TXN_007804', 'TXN_007818', 'TXN_007895', 'TXN_007907', 'TXN_007915']",99.64566929133858,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_020,26.192.728.9-325.320,117,198214019246,"{'start': '2023-03-01 14:38:00', 'end': '2025-05-23 03:37:53'}","['TXN_000014', 'TXN_000213', 'TXN_000299', 'TXN_000320', 'TXN_000426', 'TXN_000454', 'TXN_000588', 'TXN_000619', 'TXN_000683', 'TXN_000847', 'TXN_000856', 'TXN_000859', 'TXN_000974', 'TXN_000995', 'TXN_001063', 'TXN_001156', 'TXN_001204', 'TXN_001320', 'TXN_001342', 'TXN_001633', 'TXN_001744', 'TXN_001758', 'TXN_001763', 'TXN_001817', 'TXN_001823', 'TXN_001836', 'TXN_001872', 'TXN_001996', 'TXN_002072', 'TXN_002093', 'TXN_002121', 'TXN_002136', 'TXN_002244', 'TXN_002361', 'TXN_002375', 'TXN_002399', 'TXN_002438', 'TXN_002475', 'TXN_002493', 'TXN_002530', 'TXN_002626', 'TXN_002643', 'TXN_002664', 'TXN_002702', 'TXN_002740', 'TXN_003006', 'TXN_003016', 'TXN_003064', 'TXN_003117', 'TXN_003193', 'TXN_003206', 'TXN_003315', 'TXN_003468', 'TXN_003506', 'TXN_003507', 'TXN_003521', 'TXN_003608', 'TXN_003842', 'TXN_003943', 'TXN_003966', 'TXN_004017', 'TXN_004038', 'TXN_004060', 'TXN_004216', 'TXN_004225', 'TXN_004227', 'TXN_004364', 'TXN_004474', 'TXN_004477', 'TXN_004501', 'TXN_004549', 'TXN_004554', 'TXN_004642', 'TXN_004854', 'TXN_004872', 'TXN_004884', 'TXN_004959', 'TXN_004966', 'TXN_005015', 'TXN_005108', 'TXN_005139', 'TXN_005224', 'TXN_005286', 'TXN_005473', 'TXN_005504', 'TXN_005520', 'TXN_005570', 'TXN_005571', 'TXN_005621', 'TXN_005814', 'TXN_006033', 'TXN_006335', 'TXN_006417', 'TXN_006469', 'TXN_006514', 'TXN_006525', 'TXN_006555', 'TXN_006623', 'TXN_006656', 'TXN_006696', 'TXN_006704', 'TXN_007056', 'TXN_007141', 'TXN_007148', 'TXN_007176', 'TXN_007243', 'TXN_007257', 'TXN_007382', 'TXN_007511', 'TXN_007541', 'TXN_007542', 'TXN_007619', 'TXN_007634', 'TXN_007798', 'TXN_007814', 'TXN_007820', 'TXN_007892']",99.8119658119658,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_021,97.611.140.8-421.959,63,83899609637,"{'start': '2023-03-03 11:47:00', 'end': '2025-05-21 00:45:55'}","['TXN_000016', 'TXN_000103', 'TXN_000355', 'TXN_000365', 'TXN_000374', 'TXN_000427', 'TXN_000494', 'TXN_000541', 'TXN_000857', 'TXN_001158', 'TXN_001180', 'TXN_001254', 'TXN_001432', 'TXN_001442', 'TXN_001566', 'TXN_001746', 'TXN_001792', 'TXN_002230', 'TXN_002525', 'TXN_002542', 'TXN_002806', 'TXN_002883', 'TXN_003275', 'TXN_003297', 'TXN_003350', 'TXN_003716', 'TXN_003751', 'TXN_003838', 'TXN_003927', 'TXN_003944', 'TXN_004190', 'TXN_004298', 'TXN_004471', 'TXN_004565', 'TXN_004959', 'TXN_004960', 'TXN_005064', 'TXN_005085', 'TXN_005203', 'TXN_005344', 'TXN_005599', 'TXN_005619', 'TXN_005636', 'TXN_005824', 'TXN_006060', 'TXN_006129', 'TXN_006273', 'TXN_006292', 'TXN_006303', 'TXN_006315', 'TXN_006500', 'TXN_006512', 'TXN_006684', 'TXN_006937', 'TXN_006985', 'TXN_007116', 'TXN_007136', 'TXN_007154', 'TXN_007215', 'TXN_007218', 'TXN_007400', 'TXN_007733', 'TXN_007848']",97.39682539682539,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_022,14.275.216.8-603.906,98,137833578542,"{'start': '2023-03-13 09:36:00', 'end': '2025-05-26 17:29:28'}","['TXN_000016', 'TXN_000024', 'TXN_000047', 'TXN_000065', 'TXN_000092', 'TXN_000105', 'TXN_000258', 'TXN_000293', 'TXN_000410', 'TXN_000454', 'TXN_000602', 'TXN_000608', 'TXN_000666', 'TXN_000703', 'TXN_000726', 'TXN_000794', 'TXN_000992', 'TXN_001002', 'TXN_001035', 'TXN_001093', 'TXN_001158', 'TXN_001261', 'TXN_001427', 'TXN_001574', 'TXN_001588', 'TXN_001593', 'TXN_001694', 'TXN_002001', 'TXN_002012', 'TXN_002064', 'TXN_002161', 'TXN_002183', 'TXN_002271', 'TXN_002341', 'TXN_002369', 'TXN_002469', 'TXN_002485', 'TXN_002587', 'TXN_002900', 'TXN_002908', 'TXN_002950', 'TXN_003002', 'TXN_003144', 'TXN_003322', 'TXN_003363', 'TXN_003495', 'TXN_003571', 'TXN_003572', 'TXN_003626', 'TXN_003761', 'TXN_003863', 'TXN_003888', 'TXN_003953', 'TXN_003979', 'TXN_004089', 'TXN_004140', 'TXN_004153', 'TXN_004207', 'TXN_004219', 'TXN_004250', 'TXN_004359', 'TXN_004371', 'TXN_004421', 'TXN_004853', 'TXN_004928', 'TXN_004983', 'TXN_005024', 'TXN_005082', 'TXN_005298', 'TXN_005379', 'TXN_005477', 'TXN_005668', 'TXN_005724', 'TXN_005733', 'TXN_005746', 'TXN_006107', 'TXN_006147', 'TXN_006195', 'TXN_006355', 'TXN_006460', 'TXN_006526', 'TXN_006712', 'TXN_006807', 'TXN_006994', 'TXN_007074', 'TXN_007091', 'TXN_007123', 'TXN_007127', 'TXN_007278', 'TXN_007312', 'TXN_007525', 'TXN_007577', 'TXN_007646', 'TXN_007699', 'TXN_007703', 'TXN_007744', 'TXN_007782', 'TXN_007887']",99.22448979591837,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_023,22.459.101.8-894.394,51,61478245996,"{'start': '2023-03-02 13:45:00', 'end': '2025-05-21 21:08:15'}","['TXN_000017', 'TXN_000661', 'TXN_000691', 'TXN_000966', 'TXN_001199', 'TXN_001249', 'TXN_001337', 'TXN_001339', 'TXN_001529', 'TXN_001555', 'TXN_001685', 'TXN_001806', 'TXN_001901', 'TXN_001911', 'TXN_001959', 'TXN_001970', 'TXN_002368', 'TXN_002496', 'TXN_002747', 'TXN_002833', 'TXN_003203', 'TXN_003205', 'TXN_003971', 'TXN_003995', 'TXN_004133', 'TXN_004800', 'TXN_004978', 'TXN_005500', 'TXN_005757', 'TXN_005832', 'TXN_005935', 'TXN_006166', 'TXN_006266', 'TXN_006304', 'TXN_006305', 'TXN_006307', 'TXN_006334', 'TXN_006536', 'TXN_006632', 'TXN_006654', 'TXN_006663', 'TXN_006971', 'TXN_007046', 'TXN_007183', 'TXN_007194', 'TXN_007208', 'TXN_007261', 'TXN_007375', 'TXN_007378', 'TXN_007930', 'TXN_007994']",96.7843137254902,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_024,23.256.643.5-285.409,54,86793203737,"{'start': '2023-03-04 08:49:00', 'end': '2025-05-15 17:06:17'}","['TXN_000018', 'TXN_000168', 'TXN_000181', 'TXN_000254', 'TXN_000387', 'TXN_000414', 'TXN_000586', 'TXN_000601', 'TXN_000698', 'TXN_000699', 'TXN_000710', 'TXN_000790', 'TXN_000891', 'TXN_000919', 'TXN_000940', 'TXN_001162', 'TXN_001217', 'TXN_001676', 'TXN_001855', 'TXN_001870', 'TXN_002278', 'TXN_002403', 'TXN_002463', 'TXN_002535', 'TXN_002562', 'TXN_002920', 'TXN_002975', 'TXN_003001', 'TXN_003043', 'TXN_003053', 'TXN_003213', 'TXN_003358', 'TXN_003683', 'TXN_004207', 'TXN_004396', 'TXN_004669', 'TXN_005652', 'TXN_005825', 'TXN_005864', 'TXN_006159', 'TXN_006188', 'TXN_006462', 'TXN_006595', 'TXN_006598', 'TXN_006746', 'TXN_006859', 'TXN_007080', 'TXN_007087', 'TXN_007201', 'TXN_007385', 'TXN_007423', 'TXN_007760', 'TXN_007787', 'TXN_007893']",97.61111111111111,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
